,curr_iteration,loss,viol,best_loss,temp,accept,move_gen,move_type,move_target,move_dur,elapsed,retry
155,15,16.3932310604,0,,0.0877197068729,False,propose_translate,TranslateMove,,0.0257749170014,1.855802583,0.0
156,16,16.3932310604,0,,0.0693152668552,False,propose_addition,Addition,,0.0934892500009,1.949404833,0.0
157,17,16.3932310604,0,,0.0547722557505,False,propose_addition,Addition,,0.0955616669999,2.045117125,0.0
158,18,16.3932310604,0,,0.0432805085533,False,propose_addition,Addition,,0.0964811250014,2.141760083,0.0
159,19,16.3932310604,0,,0.0341998406851,,propose_resample,,,0.000374833001842,2.142288875,
160,20,16.3932310604,0,,0.0270243844628,False,propose_addition,Addition,,0.102662041001,2.245017625,0.0
161,21,16.3932310604,0,,0.0213544081189,False,propose_addition,Addition,,0.0945684170001,2.339766166,0.0
162,22,16.3932310604,0,,0.0168740474639,False,propose_addition,Addition,,0.0949606249997,2.434868041,0.0
163,23,16.3932310604,0,,0.0133337096598,False,propose_addition,Addition,,0.0940339160006,2.529068666,0.0
164,24,16.3932310604,0,,0.0105361688518,False,propose_addition,Addition,,0.095014874998,2.624239208,0.0
165,25,16.3932310604,0,,0.00832557907026,,propose_relation_plane_change,,,0.000553415997274,2.624943125,
166,26,16.3932310604,0,,0.00657879233243,,propose_rotate,,,0.000306542002363,2.625313666,
167,27,16.3932310604,0,,0.00519849828919,False,propose_addition,Addition,,0.0958277919999,2.721194125,0.0
168,28,16.3932310604,0,,0.00410780324065,False,propose_addition,Addition,,0.0953766249986,2.81673475,0.0
169,29,16.3932310604,0,,0.00324594652632,False,propose_addition,Addition,,0.0938208330008,2.910706625,0.0
170,30,16.3932310604,0,,0.00256491565796,False,propose_addition,Addition,,0.094951209001,3.005808375,0.0
171,31,16.3932310604,0,,0.00202677163012,False,propose_translate,TranslateMove,,0.0269636250014,3.032919541,0.0
172,32,16.3932310604,0,,0.0016015354064,False,propose_addition,Addition,,0.0972786250022,3.130313625,0.0
173,33,16.3923429583,0,,0.0012655178412,True,propose_translate,TranslateMove,,0.0214197090027,3.151879625,0.0
174,34,16.390897886,0,,0.001,True,propose_translate,TranslateMove,,0.0208352500013,3.172836541,0.0
175,35,16.390897886,0,,0.001,False,propose_addition,Addition,,0.0966966669985,3.26966625,0.0
176,36,16.390897886,0,,0.001,,propose_resample,,,0.000384915998438,3.270212041,
177,37,16.390897886,0,,0.001,False,propose_translate,TranslateMove,,0.0269237079992,3.297201458,0.0
178,38,16.390897886,0,,0.001,False,propose_reinit_pose,ReinitPoseMove,,0.0271099589991,3.324426625,0.0
179,39,16.390897886,0,,0.001,,propose_relation_plane_change,,,0.000502292001329,3.32503875,
180,0,16.3908978869,0,,3.0,,propose_relation_plane_change,,,0.0003040829979,0.349698374997,
181,1,16.3908978869,0,,2.37057108349,,propose_reinit_pose,,,0.000247666001087,0.350079374999,
182,2,16.3908978869,0,,1.87320242063,,propose_addition,,,0.0325694169987,0.382705374999,
183,3,16.3908978869,0,,1.48018649729,,propose_addition,,,0.0320238749991,0.414837583998,
184,4,16.3908978869,0,,1.16962910289,,propose_deletion,,,0.0309181660014,0.445860041997,
185,5,16.3908978869,0,,0.92422964324,,propose_addition,,,0.0320322499974,0.478001583997,
186,6,16.3908978869,0,,0.730317355591,,propose_relation_plane_change,,,0.000322874999256,0.478422249998,
187,7,16.3908978869,0,,0.577089734979,,propose_addition,,,0.0320169999977,0.510494874998,
188,8,16.3908978869,0,,0.456010746108,,propose_relation_plane_change,,,0.000318667000101,0.510905374998,
189,9,16.3908978869,0,,0.360335296162,,propose_relation_plane_change,,,0.000285999998596,0.511244374997,
190,10,16.3908978869,0,,0.284733477814,,propose_addition,,,0.0320179580012,0.543310749999,
191,11,16.3908978869,0,,0.22499364967,,propose_addition,,,0.0319531249988,0.575351124997,
192,12,16.3908978869,0,,0.177787813292,,propose_addition,,,0.0319276669979,0.607376166998,
193,13,16.3908978869,0,,0.140486216396,,propose_addition,,,0.0311115420009,0.638585083998,
194,14,16.3908978869,0,,0.111010854073,,propose_addition,,,0.0308694580017,0.669552833999,
195,15,16.3908978869,0,,0.0877197068729,,propose_addition,,,0.0323429169985,0.701991749997,
196,16,16.3908978869,0,,0.0693152668552,,propose_addition,,,0.0313712090028,0.73350975,
197,17,16.3908978869,0,,0.0547722557505,,propose_addition,,,0.0314099999996,0.765034999997,
198,18,16.3908978869,0,,0.0432805085533,,propose_relation_plane_change,,,0.000319458999002,0.765476249999,
199,19,16.3908978869,0,,0.0341998406851,,propose_addition,,,0.0312449170015,0.796779791999,
200,20,16.3908978869,0,,0.0270243844628,,propose_addition,,,0.0309647079994,0.827876791998,
201,21,16.3908978869,0,,0.0213544081189,,propose_addition,,,0.0309568330013,0.858990708999,
202,22,16.3908978869,0,,0.0168740474639,,propose_addition,,,0.0308396250002,0.889936291998,
203,23,16.3908978869,0,,0.0133337096598,,propose_addition,,,0.0317009169994,0.921742249997,
204,24,16.3908978869,0,,0.0105361688518,,propose_addition,,,0.0319001669995,0.953764291997,
205,25,16.3908978869,0,,0.00832557907026,,propose_addition,,,0.031330834001,0.985232166997,
206,26,16.3908978869,0,,0.00657879233243,,propose_reinit_pose,,,0.000272125002084,0.985615124999,
207,27,16.3908978869,0,,0.00519849828919,,propose_rotate,,,0.000253000001976,0.985928624999,
208,28,16.3908978869,0,,0.00410780324065,,propose_addition,,,0.0313427500005,1.017324542,
209,29,16.3908978869,0,,0.00324594652632,,propose_addition,,,0.0311040839988,1.04852775,
210,30,16.3908978869,0,,0.00256491565796,,propose_rotate,,,0.000273792000371,1.048924417,
211,31,16.3908978869,0,,0.00202677163012,,propose_addition,,,0.0308928329978,1.079878167,
212,32,16.3908978869,0,,0.0016015354064,,propose_addition,,,0.0307301249995,1.110711084,
213,33,16.3908978869,0,,0.0012655178412,,propose_rotate,,,0.000284458001261,1.111100209,
214,34,16.3908978869,0,,0.001,,propose_reinit_pose,,,0.000239958000748,1.111397667,
215,35,16.3908978869,0,,0.001,,propose_translate,,,0.000236125000811,1.111683292,
216,36,16.3908978869,0,,0.001,,propose_reinit_pose,,,0.00023662500098,1.11196775,
217,37,16.3908978869,0,,0.001,,propose_reinit_pose,,,0.000235916999372,1.112251167,
218,38,16.3908978869,0,,0.001,,propose_addition,,,0.0312527079986,1.143550459,
